"ï..Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Public.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.yiku","checkpoint.gn26","randomiser.2vg5","Randomise.questionnaire.elements.","Question.Key","Response"
"28",1644912241604,"15/02/2022 08:04:01",1644912241263,1,"15/02/2022 09:04:01",73265,15,"questionnaire-krgc",NA,19450702,"BLIND",5773932,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.80","1440x900","1425x737","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12-quantised",8
"29",1644912241604,"15/02/2022 08:04:01",1644912241263,1,"15/02/2022 09:04:01",73265,15,"questionnaire-krgc",NA,19450702,"BLIND",5773932,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.80","1440x900","1425x737","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13-quantised",10
"2",1644869572936,"14/02/2022 20:12:52",1644869591488,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0",10
"3",1644869573021,"14/02/2022 20:12:53",1644869591490,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1",6
"4",1644869573021,"14/02/2022 20:12:53",1644869591491,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2",7
"5",1644869573021,"14/02/2022 20:12:53",1644869591491,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3",4
"6",1644869573021,"14/02/2022 20:12:53",1644869591492,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4",6
"7",1644869573021,"14/02/2022 20:12:53",1644869591492,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5",5
"8",1644869573021,"14/02/2022 20:12:53",1644869591493,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6",2
"9",1644869573021,"14/02/2022 20:12:53",1644869591494,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7",2
"10",1644869573021,"14/02/2022 20:12:53",1644869591494,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8",6
"11",1644869573021,"14/02/2022 20:12:53",1644869591495,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9",3
"12",1644869573021,"14/02/2022 20:12:53",1644869591495,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10",7
"13",1644869573021,"14/02/2022 20:12:53",1644869591495,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11",0
"14",1644869573021,"14/02/2022 20:12:53",1644869591496,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12",4
"15",1644869573021,"14/02/2022 20:12:53",1644869591496,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13",4
"16",1644869573021,"14/02/2022 20:12:53",1644869591496,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0-quantised",11
"17",1644869573021,"14/02/2022 20:12:53",1644869591497,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1-quantised",7
"18",1644869573021,"14/02/2022 20:12:53",1644869591497,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2-quantised",8
"19",1644869573021,"14/02/2022 20:12:53",1644869591498,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3-quantised",5
"20",1644869573021,"14/02/2022 20:12:53",1644869591498,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4-quantised",7
"21",1644869573021,"14/02/2022 20:12:53",1644869591499,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5-quantised",6
"22",1644869573021,"14/02/2022 20:12:53",1644869591499,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6-quantised",3
"23",1644869573109,"14/02/2022 20:12:53",1644869591499,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7-quantised",3
"24",1644869573109,"14/02/2022 20:12:53",1644869591500,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8-quantised",7
"25",1644869573109,"14/02/2022 20:12:53",1644869591500,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9-quantised",4
"26",1644869573109,"14/02/2022 20:12:53",1644869591500,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10-quantised",8
"27",1644869573109,"14/02/2022 20:12:53",1644869591501,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11-quantised",1
"28",1644869573109,"14/02/2022 20:12:53",1644869591501,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12-quantised",5
"29",1644869573109,"14/02/2022 20:12:53",1644869591501,1,"14/02/2022 21:13:11",73265,15,"questionnaire-krgc",NA,19442212,"BLIND",5770025,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1366x768","1349x625","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13-quantised",5
"2",1644865987230,"14/02/2022 19:13:07",1644865987360,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0",8
"3",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1",6
"4",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2",6
"5",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3",7
"6",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4",8
"7",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5",5
"8",1644865987331,"14/02/2022 19:13:07",1644865987361,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6",4
"9",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7",5
"10",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8",2
"11",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9",3
"12",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10",7
"13",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11",4
"14",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12",3
"15",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13",7
"16",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0-quantised",9
"17",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1-quantised",7
"18",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2-quantised",7
"19",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3-quantised",8
"20",1644865987331,"14/02/2022 19:13:07",1644865987362,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4-quantised",9
"21",1644865987331,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5-quantised",6
"22",1644865987331,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6-quantised",5
"23",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7-quantised",6
"24",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8-quantised",3
"25",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9-quantised",4
"26",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10-quantised",8
"27",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11-quantised",5
"28",1644865987433,"14/02/2022 19:13:07",1644865987363,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12-quantised",4
"29",1644865987433,"14/02/2022 19:13:07",1644865987364,1,"14/02/2022 20:13:07",73265,15,"questionnaire-krgc",NA,19440435,"BLIND",5769574,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1536x864","1519x754","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13-quantised",8
"2",1644864270690,"14/02/2022 18:44:30",1644864269207,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0",9
"3",1644864270767,"14/02/2022 18:44:30",1644864269210,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1",5
"4",1644864270767,"14/02/2022 18:44:30",1644864269210,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2",4
"5",1644864270767,"14/02/2022 18:44:30",1644864269211,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3",4
"6",1644864270767,"14/02/2022 18:44:30",1644864269211,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4",5
"7",1644864270767,"14/02/2022 18:44:30",1644864269211,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5",3
"8",1644864270767,"14/02/2022 18:44:30",1644864269211,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6",2
"9",1644864270767,"14/02/2022 18:44:30",1644864269212,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7",3
"10",1644864270767,"14/02/2022 18:44:30",1644864269212,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8",2
"11",1644864270767,"14/02/2022 18:44:30",1644864269213,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9",2
"12",1644864270767,"14/02/2022 18:44:30",1644864269213,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10",3
"13",1644864270767,"14/02/2022 18:44:30",1644864269213,1,"14/02/2022 19:44:29",73265,15,"questionnaire-krgc",NA,19439883,"BLIND",5769389,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 98.0.4758.82","1280x720","1263x601","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11",0
